,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries_x,Carries_x,Take-Ons_x,Take-Ons_x,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Receiving,Receiving,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Aerial Duels,Aerial Duels,Aerial Duels,club,date
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries_x,PrgC,Att,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries_y,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Unnamed: 123_level_1,Unnamed: 124_level_1
1632,Ki Sung-yueng,4.0,kr KOR,CM,30-240,18,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,13,16,81.3,1,9,0,0,0,13,16,81.3,332,99,5,6,83.3,3,3,100.0,5,7,71.4,0,0.0,0.0,1,0,0,0,1,16,12,4,2,0,0,4,0,2,2,0,0,13,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,0,8,8,0,16,0,0,,0,,9,45,31,0,0,0,0,0,10,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,100.0,Newcastle Utd,20190921
1633,Isaac Hayden,14.0,eng ENG,CM,24-183,90,0,0,0,0,0,0,0,0,33,3,2,1,0.0,0.0,0.3,1,0,20,26,76.9,2,18,1,0,0,20,26,76.9,229,56,14,16,87.5,5,6,83.3,0,0,,0,0.3,0.3,1,2,1,0,2,26,24,2,1,1,0,1,0,0,0,0,0,20,0,2,3,1,1,2,0,0,2,0.0,2,1,1,0,2,5,0,0,33,1,7,21,5,0,33,0,0,,0,,18,62,29,1,1,0,0,2,18,1,0,0,0,1,0,0,1,2,1,0,0,0,4,1,0,100.0,Newcastle Utd,20190921
1634,Miguel Almirón,24.0,py PAR,RM,25-223,72,0,0,0,0,2,2,0,0,19,3,1,1,0.4,0.4,0.0,2,0,3,10,30.0,0,14,3,3,1,3,10,30.0,25,6,2,4,50.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,1,1,1,0,1,0.0,1,1,0,1,1,4,0,0,19,1,3,8,9,3,19,3,1,33.3,2,66.7,14,129,78,3,1,2,1,1,13,2,0,0,0,0,2,0,0,1,3,0,0,0,3,0,1,0.0,Newcastle Utd,20190921
1635,Allan Saint-Maximin,10.0,fr FRA,LM,22-193,18,0,0,0,0,1,1,0,0,13,0,0,0,0.0,0.0,0.1,3,0,4,8,50.0,1,11,4,4,3,4,8,50.0,48,35,2,2,100.0,1,3,33.3,0,1,0.0,0,0.1,0.0,1,1,0,0,1,8,8,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,3,5,7,2,13,4,3,75.0,1,25.0,11,146,83,4,2,2,1,1,9,3,0,0,0,0,2,0,4,0,0,0,0,0,4,0,0,,Newcastle Utd,20190921
1636,Jetro Willems,15.0,nl NED,LB,25-175,81,0,0,0,0,1,0,0,0,35,1,1,4,0.0,0.0,0.0,0,0,18,27,66.7,2,23,0,0,0,18,27,66.7,176,54,12,15,80.0,3,5,60.0,0,2,0.0,0,0.0,0.0,0,2,1,0,2,27,23,4,0,0,0,3,4,0,0,0,0,18,0,1,1,0,1,0,0,0,0,,0,4,0,4,1,2,0,0,35,1,5,20,12,1,35,0,0,,0,,23,86,46,0,0,0,2,0,18,3,0,0,0,1,0,0,3,1,0,0,0,0,5,0,0,,Newcastle Utd,20190921
1637,Andy Carroll,7.0,eng ENG,LB,30-258,9,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,2,0,0,0,3,4,75.0,66,20,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,6,1,1,1,4,1,6,0,0,,0,,2,4,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50.0,Newcastle Utd,20190921
1638,Paul Dummett,3.0,wls WAL,CB,27-360,90,0,0,0,0,0,0,0,0,55,1,2,2,0.0,0.0,0.0,1,0,34,46,73.9,1,24,1,0,0,34,46,73.9,448,168,20,22,90.9,10,12,83.3,2,9,22.2,0,0.0,0.0,1,1,0,0,1,46,39,7,0,0,0,0,7,0,0,0,0,34,0,1,1,1,0,1,0,1,1,100.0,0,2,0,2,2,3,5,0,55,4,21,27,7,0,55,0,0,,0,,24,124,63,1,1,0,0,0,25,0,0,0,0,0,0,0,0,2,1,0,0,0,7,3,0,100.0,Newcastle Utd,20190921
1639,Jamaal Lascelles,6.0,eng ENG,CB,25-314,90,0,0,0,0,0,0,0,0,38,1,2,2,0.0,0.0,0.0,1,0,22,27,81.5,0,12,0,0,0,22,27,81.5,322,119,14,15,93.3,8,9,88.9,0,3,0.0,0,0.0,0.0,0,1,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,1,0,0,0,,0,2,2,0,2,3,5,0,38,8,21,14,3,1,38,0,0,,0,,12,80,5,0,0,0,0,0,14,0,0,0,0,2,1,0,0,2,0,0,0,0,6,1,2,33.3,Newcastle Utd,20190921
1640,Fabian Schär,5.0,ch SUI,CB,27-275,90,0,0,0,0,2,0,0,0,46,3,1,3,0.1,0.1,0.0,2,0,20,31,64.5,2,26,4,4,3,20,31,64.5,358,127,8,9,88.9,8,9,88.9,3,10,30.0,0,0.0,0.0,0,3,1,0,2,31,30,1,1,0,1,0,0,0,0,0,0,20,0,2,3,0,3,0,0,2,3,66.7,1,3,2,1,1,4,4,0,46,7,24,20,5,1,46,4,3,75.0,1,25.0,26,265,181,4,2,0,0,0,26,0,0,0,0,2,0,0,0,1,0,0,0,0,4,1,1,50.0,Newcastle Utd,20190921
1641,Javier Manquillo,19.0,es ESP,RB,25-139,90,0,0,0,0,0,0,1,0,35,5,1,2,0.0,0.0,0.0,0,0,13,22,59.1,1,7,2,1,0,13,22,59.1,111,53,9,12,75.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,22,16,6,0,0,0,1,6,0,0,0,0,13,0,2,5,5,5,0,0,3,3,100.0,0,2,1,1,1,6,4,0,35,6,18,11,6,1,35,1,0,0.0,1,100.0,7,68,49,2,1,0,1,0,8,1,1,0,0,2,0,0,1,1,5,0,0,0,4,4,0,100.0,Newcastle Utd,20190921
1642,Martin Dúbravka,1.0,sk SVK,GK,30-249,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,14,29,48.3,0,11,0,0,0,14,29,48.3,506,387,0,0,,6,6,100.0,8,23,34.8,0,0.0,0.0,0,0,0,0,0,29,15,14,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,26,30,0,0,0,30,0,0,,0,,11,70,55,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Newcastle Utd,20190921
1643,14 Players,,,,,990,0,0,0,0,11,4,2,0,428,18,11,19,0.9,0.9,0.9,21,0,218,320,68.1,16,218,21,17,11,218,320,68.1,3530,1399,112,133,84.2,63,80,78.8,28,74,37.8,0,0.9,0.6,11,15,3,0,16,320,275,45,11,1,2,19,18,5,3,2,0,218,0,12,18,11,11,6,1,6,12,50.0,6,19,6,13,11,29,23,0,428,60,152,189,98,19,428,17,11,64.7,6,35.3,218,1478,862,21,11,8,12,8,217,16,2,0,0,12,8,0,19,11,11,0,0,0,53,19,18,51.4,Newcastle Utd,20190921
1644,Neal Maupay,7.0,fr FRA,FW,23-038,81,0,0,0,0,7,1,0,0,34,0,0,1,0.6,0.6,0.0,4,0,17,19,89.5,2,17,2,3,1,17,19,89.5,235,44,11,11,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,1,2,0,2,19,16,2,0,0,0,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,34,0,0,12,22,10,34,3,1,33.3,2,66.7,17,110,45,2,0,3,2,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Brighton,20190921
1645,Yves Bissouma,8.0,ml MLI,RW,23-022,9,0,0,0,0,1,1,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,9,0,1,0,6,8,75.0,114,3,2,2,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,0,1,6,4,0,11,1,0,0.0,1,100.0,9,72,36,0,0,0,0,1,10,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0.0,Brighton,20190921
1646,Aaron Mooy,18.0,au AUS,LW,29-006,69,0,0,0,0,2,0,0,0,61,1,1,2,0.1,0.1,0.0,3,0,40,50,80.0,10,32,2,1,1,40,50,80.0,637,198,26,29,89.7,10,12,83.3,3,5,60.0,0,0.0,0.0,1,6,0,0,10,50,48,1,0,0,1,1,0,1,0,1,0,40,1,1,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,0,0,61,0,5,36,20,2,61,1,1,100.0,0,0.0,32,185,87,2,0,2,4,2,46,2,0,0,0,0,0,0,1,1,1,0,0,0,9,1,0,100.0,Brighton,20190921
1647,Aaron Connolly,44.0,ie IRL,"FW,LW",19-236,21,0,0,0,0,1,0,0,0,11,1,0,1,0.4,0.4,0.0,0,0,5,6,83.3,0,7,1,0,0,5,6,83.3,33,0,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,11,0,2,4,5,1,11,0,0,,0,,7,55,19,1,0,0,1,1,10,3,0,0,0,0,4,0,1,0,1,0,0,0,2,1,0,100.0,Brighton,20190921
1648,Pascal Groß,13.0,de GER,RW,28-098,80,0,0,0,0,2,0,0,0,68,0,0,2,0.1,0.1,0.6,5,0,45,63,71.4,5,31,0,0,0,45,63,71.4,702,133,27,32,84.4,13,18,72.2,4,7,57.1,0,0.6,0.3,3,1,1,0,5,63,57,5,3,1,0,6,0,2,2,0,0,45,1,3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,68,0,3,27,38,3,68,0,0,,0,,31,130,53,0,3,0,0,1,52,13,0,0,0,1,0,0,6,0,0,0,0,0,3,0,2,0.0,Brighton,20190921
1649,Gaëtan Bong,3.0,cm CMR,LM,31-149,10,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,6,8,75.0,2,7,2,0,0,6,8,75.0,125,73,2,3,66.7,2,2,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,2,8,7,1,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,1,2,5,0,7,0,0,,0,,7,45,22,2,1,0,0,0,8,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0.0,Brighton,20190921
1650,Steven Alzate,46.0,co COL,"LM,LW",21-013,90,0,0,0,0,0,0,0,0,53,1,0,1,0.0,0.0,0.1,3,0,35,40,87.5,3,33,4,4,2,35,40,87.5,484,99,19,21,90.5,14,14,100.0,0,1,0.0,0,0.1,0.0,2,4,1,0,3,40,38,2,1,0,0,0,1,0,0,0,0,35,0,2,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,53,2,7,24,22,3,53,4,2,50.0,2,50.0,33,252,127,4,4,1,3,1,37,13,0,0,0,0,4,2,0,0,0,0,0,0,6,0,2,0.0,Brighton,20190921
1651,Davy Pröpper,24.0,nl NED,CM,28-019,90,0,0,0,0,0,0,0,0,92,2,1,0,0.0,0.0,0.3,4,0,72,83,86.7,13,49,1,0,0,72,83,86.7,1171,331,37,40,92.5,30,34,88.2,3,4,75.0,0,0.3,0.3,4,7,1,0,13,83,83,0,0,0,0,1,0,0,0,0,0,72,0,3,2,1,1,1,0,1,3,33.3,2,0,0,0,1,3,1,0,92,1,8,73,11,3,92,0,0,,0,,49,251,94,1,0,1,1,2,76,3,0,0,0,2,0,0,1,1,1,0,0,0,6,0,2,0.0,Brighton,20190921
1652,Dale Stephens,6.0,eng ENG,CM,30-101,90,0,0,0,0,2,0,0,0,115,3,2,1,0.0,0.0,0.1,4,0,98,102,96.1,3,70,0,0,0,98,102,96.1,1930,464,27,29,93.1,61,61,100.0,10,11,90.9,0,0.1,0.0,2,10,0,0,3,102,101,1,1,0,1,1,0,0,0,0,0,98,0,0,3,1,1,2,0,2,2,100.0,0,1,0,1,2,5,3,0,115,4,21,83,12,0,115,0,0,,0,,70,384,122,0,2,0,2,0,96,2,0,0,0,1,0,0,1,2,1,0,0,0,5,0,1,0.0,Brighton,20190921
1653,Martín Montoya,22.0,es ESP,RM,28-160,90,0,0,0,0,0,0,0,0,69,2,1,1,0.0,0.0,0.0,2,0,47,63,74.6,8,40,3,1,1,47,63,74.6,754,218,30,33,90.9,11,15,73.3,5,9,55.6,0,0.0,0.0,0,3,1,0,8,63,55,8,0,0,1,2,8,0,0,0,0,47,0,4,2,1,1,0,1,0,2,0.0,2,1,1,0,1,3,1,0,69,2,13,33,24,1,69,1,1,100.0,0,0.0,40,134,82,3,1,1,1,1,47,6,0,0,0,0,1,1,2,1,1,0,0,0,5,1,0,100.0,Brighton,20190921
1654,Dan Burn,33.0,eng ENG,CB,27-135,90,0,0,0,0,0,0,0,0,100,2,1,2,0.0,0.0,0.0,1,0,83,91,91.2,5,55,2,2,1,83,91,91.2,1269,356,44,46,95.7,36,39,92.3,3,5,60.0,0,0.0,0.1,1,7,1,1,5,91,79,12,2,0,0,1,10,0,0,0,0,83,0,1,2,0,1,1,0,0,2,0.0,2,2,0,2,1,3,2,0,100,3,17,64,20,0,100,2,1,50.0,1,50.0,55,282,154,2,2,0,2,2,73,3,0,0,0,2,0,0,1,1,0,0,0,0,3,2,2,50.0,Brighton,20190921
1655,Lewis Dunk,5.0,eng ENG,CB,27-304,90,0,0,0,0,1,0,1,0,98,1,3,1,0.1,0.1,0.0,0,0,81,86,94.2,2,57,0,0,0,81,86,94.2,1476,413,33,33,100.0,44,45,97.8,4,8,50.0,0,0.0,0.0,0,3,0,0,2,86,82,4,4,0,1,0,0,0,0,0,0,81,0,0,1,1,1,0,0,0,0,,0,1,1,0,3,4,5,0,98,13,46,50,2,2,98,0,0,,0,,57,325,154,0,0,0,0,0,76,0,1,0,0,2,2,0,0,3,1,0,0,0,3,3,4,42.9,Brighton,20190921
1656,Adam Webster,15.0,eng ENG,CB,24-260,90,0,0,0,0,0,0,0,0,108,1,2,0,0.0,0.0,0.2,3,0,85,101,84.2,8,68,2,0,0,85,101,84.2,1710,621,30,37,81.1,44,47,93.6,11,15,73.3,0,0.2,0.3,2,6,0,0,8,101,100,1,0,0,0,0,1,0,0,0,0,85,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,3,0,108,8,38,67,4,2,108,0,0,,0,,68,411,287,2,1,1,0,1,84,1,0,0,0,0,0,0,0,2,1,0,0,0,4,9,1,90.0,Brighton,20190921
1657,Mathew Ryan,1.0,au AUS,GK,27-166,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,50,53,94.3,0,34,0,0,0,50,53,94.3,1080,789,19,19,100.0,20,20,100.0,10,13,76.9,0,0.0,0.0,0,0,0,0,0,53,45,8,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,54,42,54,0,0,0,54,0,0,,0,,34,180,141,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Brighton,20190921
1658,14 Players,,,,,990,0,0,0,0,16,2,1,0,881,14,11,12,1.4,1.4,1.3,30,0,670,773,86.7,61,509,19,12,6,670,773,86.7,11720,3742,310,338,91.7,293,318,92.1,56,83,67.5,0,1.3,1.1,15,49,7,1,61,773,725,45,12,1,4,17,21,3,2,1,0,670,3,14,14,7,9,4,1,6,17,35.3,11,12,2,10,11,25,16,0,881,75,216,481,189,27,881,12,6,50.0,6,50.0,509,2816,1423,19,14,9,16,12,668,60,1,0,0,8,12,3,17,11,7,0,0,0,48,18,19,48.6,Brighton,20190921
1659,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,30-096,90,1,0,0,0,4,2,1,0,32,1,0,0,0.4,0.4,0.0,2,1,10,23,43.5,2,21,2,1,0,10,23,43.5,111,32,7,10,70.0,2,9,22.2,0,1,0.0,0,0.0,0.1,0,0,1,0,2,23,20,3,0,0,0,3,0,0,0,0,0,10,0,1,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,32,1,3,6,23,7,32,1,0,0.0,1,100.0,21,93,62,2,1,1,4,1,24,11,1,0,0,3,1,1,3,0,1,0,0,0,3,0,2,0.0,Arsenal,20190922
1660,Bukayo Saka,77.0,eng ENG,LW,18-017,45,0,0,0,0,1,0,0,0,22,1,0,1,0.0,0.0,0.3,1,0,12,16,75.0,1,16,2,1,1,12,16,75.0,154,23,7,9,77.8,3,4,75.0,0,0,,0,0.3,0.1,1,0,1,1,1,16,15,1,0,0,0,1,1,0,0,0,0,12,0,0,1,1,1,0,0,0,1,0.0,1,1,1,0,0,1,0,0,22,1,4,7,12,2,22,1,1,100.0,0,0.0,16,112,79,2,2,0,2,1,17,6,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,Arsenal,20190922
1661,Calum Chambers,21.0,eng ENG,RB,24-245,45,1,0,0,0,2,1,0,0,34,1,1,0,0.2,0.2,0.1,4,1,19,25,76.0,2,18,0,3,2,19,25,76.0,275,114,13,17,76.5,6,6,100.0,0,1,0.0,0,0.1,0.0,1,2,0,0,2,25,24,1,0,0,0,1,1,0,0,0,0,19,0,1,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,34,5,11,14,10,3,34,3,2,66.7,1,33.3,18,61,35,0,0,0,2,0,18,6,0,0,0,1,0,0,1,1,0,0,0,0,2,1,1,50.0,Arsenal,20190922
1662,Nicolas Pépé,19.0,ci CIV,"FW,RW",24-116,90,1,0,1,1,4,1,1,0,52,0,1,0,1.1,0.3,0.2,7,0,35,40,87.5,6,38,6,5,3,35,40,87.5,561,136,16,17,94.1,9,11,81.8,6,7,85.7,0,0.2,0.3,4,5,1,0,6,40,34,6,0,1,0,5,0,6,1,2,0,35,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,52,0,1,16,35,5,51,5,3,60.0,2,40.0,38,334,187,6,2,2,0,1,40,11,1,0,0,0,1,0,5,1,0,0,0,0,1,0,1,0.0,Arsenal,20190922
1663,Dani Ceballos,8.0,es ESP,"AM,LM",23-046,71,0,0,0,0,1,0,0,0,62,2,0,1,0.0,0.0,0.0,2,0,46,53,86.8,8,48,1,1,1,46,53,86.8,800,248,21,22,95.5,20,23,87.0,4,6,66.7,0,0.0,0.0,1,6,1,0,8,53,46,6,1,0,0,6,3,2,2,0,0,46,1,1,2,1,2,0,0,2,7,28.6,5,1,0,1,0,2,1,0,62,2,7,23,33,1,62,1,1,100.0,0,0.0,48,319,187,1,4,0,2,3,50,3,0,0,0,0,2,0,6,0,1,0,0,0,3,1,0,100.0,Arsenal,20190922
1664,Lucas Torreira,11.0,uy URU,LM,23-223,19,0,0,0,0,2,0,0,0,14,0,1,0,0.2,0.2,0.0,1,0,4,8,50.0,0,11,1,2,1,4,8,50.0,84,43,1,3,33.3,1,1,100.0,2,2,100.0,0,0.0,0.0,1,1,0,0,0,8,7,1,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,14,0,1,4,9,3,14,2,1,50.0,1,50.0,11,45,22,1,0,0,1,1,12,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,,Arsenal,20190922
1665,Granit Xhaka,34.0,ch SUI,"DM,CM",26-360,71,0,0,0,0,0,0,1,0,60,1,0,0,0.0,0.0,0.0,3,0,52,56,92.9,10,45,1,0,0,52,56,92.9,958,304,22,22,100.0,22,24,91.7,7,9,77.8,0,0.0,0.0,1,7,1,0,10,56,56,0,0,0,1,0,0,0,0,0,0,52,0,0,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,60,1,11,34,15,0,60,0,0,,0,,45,214,145,1,2,0,0,2,53,5,1,0,0,2,2,0,0,0,0,0,0,0,4,0,0,,Arsenal,20190922
1666,Joe Willock,28.0,eng ENG,CM,20-033,19,0,0,0,0,1,0,0,0,15,1,0,0,0.1,0.1,0.0,4,1,9,12,75.0,1,8,4,1,1,9,12,75.0,130,32,7,9,77.8,1,1,100.0,1,1,100.0,0,0.0,0.0,1,1,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,15,1,1,6,8,2,15,1,1,100.0,0,0.0,8,72,60,4,2,1,0,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,Arsenal,20190922
1667,Mattéo Guendouzi,29.0,fr FRA,"RM,DM",20-161,90,0,0,0,0,1,0,1,0,93,0,1,0,0.0,0.0,0.2,6,1,74,85,87.1,14,72,6,2,1,74,85,87.1,1268,418,40,41,97.6,24,27,88.9,9,11,81.8,0,0.2,0.1,3,8,3,0,14,85,81,3,1,0,0,0,2,0,0,0,0,74,1,2,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,93,2,18,43,33,3,93,2,1,50.0,1,50.0,72,568,335,6,1,3,0,1,73,1,1,0,0,1,3,0,0,1,0,1,0,0,11,0,1,0.0,Arsenal,20190922
1668,Sead Kolašinac,31.0,ba BIH,LB,26-094,90,0,0,0,0,0,0,0,0,46,4,1,0,0.0,0.0,0.1,3,0,33,40,82.5,4,19,2,1,1,33,40,82.5,486,102,22,24,91.7,11,14,78.6,0,0,,0,0.1,0.2,1,0,1,0,4,40,36,4,0,0,0,3,4,0,0,0,0,33,0,2,4,3,4,0,0,2,5,40.0,3,0,0,0,1,5,3,0,46,4,13,11,22,5,46,1,1,100.0,0,0.0,19,97,52,2,0,2,0,0,21,9,0,0,0,0,0,1,3,1,3,0,0,0,6,0,0,,Arsenal,20190922
1669,David Luiz,23.0,br BRA,CB,32-153,90,0,0,0,0,2,1,0,0,65,1,0,0,0.1,0.1,0.0,1,0,50,54,92.6,6,46,1,2,2,50,54,92.6,1097,521,20,21,95.2,21,22,95.5,9,11,81.8,0,0.0,0.0,0,10,2,0,6,54,51,3,3,0,3,0,0,0,0,0,0,50,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,6,0,65,11,34,27,4,1,65,2,2,100.0,0,0.0,46,369,259,1,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Arsenal,20190922
1670,Sokratis Papastathopoulos,5.0,gr GRE,CB,31-105,90,0,0,0,0,1,0,0,0,56,0,2,1,0.1,0.1,0.2,1,0,35,44,79.5,1,38,0,0,0,35,44,79.5,623,213,13,15,86.7,19,21,90.5,3,7,42.9,0,0.2,0.0,1,1,0,0,1,44,41,3,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,,0,1,1,0,2,2,5,0,56,10,33,21,3,3,56,0,0,,0,,38,148,78,0,0,0,0,1,33,0,0,0,0,1,4,0,0,2,0,0,0,0,7,4,0,100.0,Arsenal,20190922
1671,Ainsley Maitland-Niles,15.0,eng ENG,RB,22-024,40,0,0,0,0,1,0,2,1,30,0,1,0,0.3,0.3,0.0,2,0,22,24,91.7,5,14,4,0,0,22,24,91.7,296,96,15,15,100.0,6,8,75.0,1,1,100.0,0,0.0,0.0,1,2,1,0,5,24,19,5,0,0,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,30,1,5,10,15,3,30,0,0,,0,,14,96,75,4,0,1,0,1,19,4,2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,,Arsenal,20190922
1672,Bernd Leno,1.0,de GER,GK,27-202,90,0,0,0,0,0,0,1,0,34,0,0,0,0.0,0.0,0.0,0,0,26,33,78.8,0,18,0,0,0,26,33,78.8,412,244,15,15,100.0,8,8,100.0,2,9,22.2,0,0.0,0.0,0,0,0,0,0,33,21,12,4,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,27,32,2,0,0,34,0,0,,0,,18,122,105,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Arsenal,20190922
1673,14 Players,,,,,940,3,0,1,1,20,5,7,1,615,12,8,3,2.5,1.7,1.2,37,4,427,513,83.2,60,412,30,19,13,427,513,83.2,7255,2526,219,240,91.3,153,179,85.5,44,66,66.7,0,1.2,1.0,16,43,12,1,60,513,463,48,12,1,4,20,16,9,3,3,0,427,2,8,12,6,8,2,2,6,21,28.6,15,3,2,1,8,20,20,0,615,66,174,224,222,38,614,19,13,68.4,6,31.6,412,2650,1681,30,14,11,12,14,426,60,7,1,1,13,14,2,20,8,6,1,0,0,43,8,5,61.5,Arsenal,20190922
