,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries_x,Carries_x,Take-Ons_x,Take-Ons_x,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Receiving,Receiving,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Aerial Duels,Aerial Duels,Aerial Duels,club,date
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries_x,PrgC,Att,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries_y,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Unnamed: 123_level_1,Unnamed: 124_level_1
5848,Bernardo Silva,20.0,pt POR,LM,25-141,61,0,0,0,0,0,0,1,0,65,0,0,1,0.0,0.0,0.1,3,0,53,61,86.9,6,52,3,0,0,53,61,86.9,776,163,40,44,90.9,8,10,80.0,5,5,100.0,0,0.1,0.1,3,2,2,1,6,61,61,0,0,0,0,1,0,0,0,0,0,53,0,1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,65,1,8,34,23,2,65,0,0,,0,,52,226,101,3,2,0,0,1,53,1,1,0,0,1,0,0,1,0,0,0,0,0,5,1,0,100.0,Manchester City,20191229
5849,İlkay Gündoğan,8.0,de GER,CM,29-066,29,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,43,44,97.7,1,33,0,0,0,43,44,97.7,535,89,27,27,100.0,11,12,91.7,1,1,100.0,0,0.0,0.0,0,3,0,0,1,44,43,1,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45,1,11,33,1,0,45,0,0,,0,,33,72,29,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Manchester City,20191229
5850,Rodri,16.0,es ESP,"CM,CB",23-190,90,0,0,0,0,1,0,0,0,134,1,1,1,0.1,0.1,0.2,3,0,118,128,92.2,3,108,0,1,1,118,128,92.2,2061,601,53,58,91.4,56,59,94.9,7,8,87.5,0,0.2,0.1,2,7,1,0,3,128,127,1,1,1,1,0,0,0,0,0,0,118,0,1,1,1,1,0,0,1,3,33.3,2,1,1,0,1,2,0,0,134,5,48,70,16,0,134,1,1,100.0,0,0.0,108,440,199,0,0,0,0,1,108,0,0,0,0,0,0,0,0,1,1,0,0,0,10,3,2,60.0,Manchester City,20191229
5851,Kevin De Bruyne,17.0,be BEL,"RM,CM",28-184,90,1,1,0,0,5,2,0,0,97,2,0,3,0.2,0.2,0.3,2,1,55,79,69.6,4,70,2,4,0,55,79,69.6,766,224,32,38,84.2,19,25,76.0,2,7,28.6,1,0.3,0.2,1,2,1,0,4,79,72,6,0,1,0,6,1,5,3,0,0,55,1,2,2,1,1,1,0,0,4,0.0,4,3,0,3,0,2,0,0,97,0,13,43,42,6,97,4,0,0.0,4,100.0,70,393,225,2,3,1,1,1,76,12,0,0,0,0,0,0,6,0,1,0,0,0,4,1,2,33.3,Manchester City,20191229
5852,Oleksandr Zinchenko,11.0,ua UKR,"LB,WB",23-014,90,0,0,0,0,2,0,0,0,133,5,0,1,0.1,0.1,0.0,2,0,113,121,93.4,3,100,3,1,0,113,121,93.4,1504,238,78,82,95.1,32,35,91.4,3,3,100.0,0,0.0,0.1,2,8,1,1,3,121,110,11,2,0,0,2,9,0,0,0,0,113,0,1,5,4,5,0,0,3,3,100.0,0,1,0,1,0,5,0,0,133,1,31,53,49,1,133,1,0,0.0,1,100.0,100,416,267,3,8,0,2,0,99,7,0,0,0,0,0,0,2,0,4,0,0,0,7,3,3,50.0,Manchester City,20191229
5853,Eric García,50.0,es ESP,CB,18-354,90,0,0,0,0,0,0,0,0,115,0,0,0,0.0,0.0,0.0,0,0,106,111,95.5,7,102,1,0,0,106,111,95.5,1803,567,50,51,98.0,45,46,97.8,9,12,75.0,0,0.0,0.0,0,3,0,0,7,111,110,1,1,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,115,10,39,76,0,0,115,0,0,,0,,102,446,213,1,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0.0,Manchester City,20191229
5854,Fernandinho,25.0,br BRA,CB,34-239,90,0,0,0,0,0,0,0,0,122,0,1,1,0.0,0.0,0.0,1,0,104,113,92.0,10,101,2,1,1,104,113,92.0,1807,621,46,47,97.9,49,50,98.0,8,13,61.5,0,0.0,0.0,0,12,0,0,10,113,113,0,0,0,2,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,4,0,122,8,36,83,3,0,122,1,1,100.0,0,0.0,101,548,330,2,3,0,0,1,103,1,0,0,0,2,0,0,0,1,0,0,0,0,8,0,0,,Manchester City,20191229
5855,Kyle Walker,2.0,eng ENG,"RB,WB",29-215,90,0,0,0,0,1,0,0,0,86,0,0,0,0.0,0.0,0.0,0,0,72,80,90.0,11,72,6,0,0,72,80,90.0,1105,223,37,38,97.4,29,33,87.9,4,4,100.0,0,0.0,0.0,0,9,1,0,11,80,73,7,1,0,2,1,6,0,0,0,0,72,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,86,1,7,52,27,3,86,0,0,,0,,72,377,215,6,6,1,1,2,72,7,0,0,0,1,0,0,1,0,0,0,0,0,3,1,2,33.3,Manchester City,20191229
5856,Claudio Bravo,1.0,cl CHI,GK,36-260,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,32,38,84.2,0,26,0,0,0,32,38,84.2,688,434,12,12,100.0,15,15,100.0,5,11,45.5,0,0.0,0.0,0,0,0,0,0,38,28,10,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,32,38,0,0,0,38,0,0,,0,,26,111,43,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Manchester City,20191229
5857,14 Players,,,,,990,2,2,0,0,16,4,1,0,996,10,3,12,1.1,1.1,0.9,29,3,811,906,89.5,53,789,29,13,6,811,906,89.5,12404,3405,455,480,94.8,287,313,91.7,46,68,67.6,2,0.9,0.8,13,48,12,2,53,906,864,41,8,2,5,14,16,8,4,0,0,811,1,9,10,8,7,3,0,4,13,30.8,9,12,2,10,3,13,10,0,996,62,242,505,254,24,996,13,6,46.2,7,53.8,789,3878,2038,29,35,4,13,9,810,53,1,0,0,5,6,1,14,3,8,0,0,0,52,12,16,42.9,Manchester City,20191229
5858,Callum Robinson,11.0,ie IRL,FW,24-330,58,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.2,1,0,12,15,80.0,2,9,1,0,0,12,15,80.0,130,16,10,13,76.9,2,2,100.0,0,0,,0,0.2,0.1,1,0,0,0,2,15,15,0,0,0,0,1,0,0,0,0,0,12,0,0,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,21,0,5,5,11,1,21,0,0,,0,,9,32,19,1,0,0,3,0,16,4,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,100.0,Sheffield Utd,20191229
5859,David McGoldrick,17.0,ie IRL,"AM,FW",32-030,32,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,1,0,9,14,64.3,0,9,2,1,1,9,14,64.3,115,13,7,9,77.8,2,4,50.0,0,0,,0,0.0,0.0,0,2,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,16,1,2,11,4,0,16,1,1,100.0,0,0.0,9,108,68,2,2,0,0,1,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,100.0,Sheffield Utd,20191229
5860,Lys Mousset,22.0,fr FRA,FW,23-324,82,0,0,0,0,4,0,0,0,23,0,0,0,0.5,0.5,0.0,1,0,12,15,80.0,2,12,2,2,1,12,15,80.0,143,38,10,11,90.9,2,4,50.0,0,0,,0,0.0,0.0,1,1,0,0,2,15,14,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,0,0,4,19,5,23,2,1,50.0,1,50.0,12,62,44,2,1,1,0,0,18,4,0,0,0,0,1,3,0,0,0,0,0,0,1,3,3,50.0,Sheffield Utd,20191229
5861,Billy Sharp,10.0,eng ENG,FW,33-327,8,0,0,0,0,1,0,0,0,3,0,0,0,0.3,0.3,0.0,0,0,2,2,100.0,0,1,0,0,0,2,2,100.0,27,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,2,1,3,0,0,,0,,1,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sheffield Utd,20191229
5862,John Fleck,4.0,sct SCO,CM,28-127,90,0,0,0,0,0,0,0,0,42,1,1,0,0.0,0.0,0.0,1,0,29,37,78.4,2,25,2,3,3,29,37,78.4,526,278,11,12,91.7,14,16,87.5,3,7,42.9,0,0.0,0.0,0,4,0,0,2,37,31,5,1,0,0,5,0,3,2,0,0,29,1,0,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,42,2,14,15,15,0,42,3,3,100.0,0,0.0,25,125,84,2,1,0,1,1,24,2,0,0,0,0,2,0,5,1,0,0,0,0,11,0,1,0.0,Sheffield Utd,20191229
5863,Oliver Norwood,16.0,nir NIR,CM,28-261,90,0,0,0,0,0,0,0,0,56,2,0,2,0.0,0.0,0.4,3,0,35,44,79.5,6,15,0,0,0,35,44,79.5,701,307,16,17,94.1,12,13,92.3,6,11,54.5,0,0.4,0.1,3,5,2,1,6,44,41,2,0,0,2,3,0,2,2,0,0,35,1,1,2,2,1,0,1,1,3,33.3,2,2,1,1,0,2,6,0,56,7,20,22,14,0,56,0,0,,0,,15,62,16,0,0,0,0,0,33,1,0,0,0,0,0,0,3,0,2,0,0,0,7,0,0,,Sheffield Utd,20191229
5864,Muhamed Bešić,27.0,ba BIH,CM,27-110,74,0,0,0,0,2,0,0,0,35,1,0,1,0.1,0.1,0.0,0,0,20,26,76.9,2,20,0,1,1,20,26,76.9,294,35,12,13,92.3,6,8,75.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,26,26,0,0,0,0,0,0,0,0,0,0,20,0,2,1,0,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0,35,3,8,11,17,1,35,1,1,100.0,0,0.0,20,67,13,0,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.0,Sheffield Utd,20191229
5865,Oliver McBurnie,9.0,sct SCO,FW,23-208,16,0,0,0,0,0,0,0,0,9,1,0,2,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,2,5,40.0,12,3,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,,0,2,1,1,0,1,0,0,9,0,1,5,3,0,9,0,0,,0,,3,10,3,0,0,0,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,75.0,Sheffield Utd,20191229
5866,Enda Stevens,3.0,ie IRL,WB,29-173,90,0,0,0,0,0,0,1,0,40,2,0,0,0.0,0.0,0.4,3,0,22,31,71.0,4,15,1,0,0,22,31,71.0,451,145,9,14,64.3,10,12,83.3,3,4,75.0,0,0.4,0.3,2,4,2,1,4,31,27,4,0,1,0,2,4,0,0,0,0,22,0,1,2,1,2,0,0,0,1,0.0,1,0,0,0,0,2,3,0,40,2,13,20,7,0,40,0,0,,0,,15,77,43,1,1,0,1,1,19,2,1,0,0,2,1,1,2,0,1,0,0,0,6,0,1,0.0,Sheffield Utd,20191229
5867,George Baldock,2.0,gr GRE,WB,26-295,90,0,0,0,0,0,0,0,0,40,1,3,0,0.0,0.0,0.0,1,0,20,29,69.0,0,23,2,4,1,20,29,69.0,282,44,13,14,92.9,7,9,77.8,0,4,0.0,0,0.0,0.0,0,1,0,0,0,29,26,3,0,0,0,1,3,0,0,0,0,20,0,2,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,0,0,40,3,6,20,14,1,40,4,1,25.0,3,75.0,23,118,47,2,0,1,1,2,24,5,0,0,0,2,0,0,1,3,1,0,0,0,4,1,1,50.0,Sheffield Utd,20191229
5868,Jack O'Connell,5.0,eng ENG,CB,25-275,90,0,0,0,0,0,0,0,0,46,1,3,0,0.0,0.0,0.0,1,0,28,35,80.0,4,25,0,0,0,28,35,80.0,585,216,7,9,77.8,16,19,84.2,5,7,71.4,0,0.0,0.1,0,2,2,1,4,35,34,1,0,0,0,2,1,0,0,0,0,28,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,4,0,46,6,18,20,8,0,46,0,0,,0,,25,89,41,0,0,0,0,0,26,2,0,0,0,0,0,0,2,3,0,0,0,0,5,1,0,100.0,Sheffield Utd,20191229
5869,John Egan,12.0,ie IRL,CB,27-070,90,0,0,0,0,1,0,0,0,46,1,1,4,0.1,0.1,0.0,0,0,22,29,75.9,0,9,0,0,0,22,29,75.9,388,145,7,9,77.8,11,12,91.7,2,3,66.7,0,0.0,0.0,0,1,0,0,0,29,26,2,2,0,0,0,0,0,0,0,0,22,1,1,1,1,1,0,0,0,1,0.0,1,4,3,1,1,2,9,0,46,12,32,10,4,3,46,0,0,,0,,9,57,33,0,0,0,0,0,13,0,0,0,0,2,0,0,0,1,1,0,0,0,7,2,1,66.7,Sheffield Utd,20191229
5870,Chris Basham,6.0,eng ENG,CB,31-162,90,0,0,0,0,0,0,0,0,49,4,3,2,0.0,0.0,0.0,2,0,23,38,60.5,4,14,1,2,2,23,38,60.5,408,195,11,15,73.3,11,14,78.6,1,5,20.0,0,0.0,0.0,0,3,1,0,4,38,31,6,0,0,0,2,6,0,0,0,0,23,1,3,4,3,2,1,1,3,3,100.0,0,2,1,1,3,7,1,0,49,8,21,19,10,1,49,2,2,100.0,0,0.0,14,92,56,1,1,0,1,0,20,1,0,0,0,0,0,0,2,3,3,0,0,0,4,2,1,66.7,Sheffield Utd,20191229
5871,Dean Henderson,1.0,eng ENG,GK,22-292,90,0,0,0,0,0,0,0,0,31,0,1,0,0.0,0.0,0.0,0,0,14,29,48.3,0,13,0,0,0,14,29,48.3,747,707,1,1,100.0,1,1,100.0,12,26,46.2,0,0.0,0.0,0,3,0,0,0,29,17,11,3,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,31,28,31,0,0,0,31,0,0,,0,,13,104,67,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Sheffield Utd,20191229
5872,14 Players,,,,,990,0,0,0,0,8,0,1,0,457,16,12,12,1.1,1.1,1.0,14,0,250,349,71.6,26,193,11,13,9,250,349,71.6,4809,2142,117,141,83.0,94,115,81.7,33,69,47.8,0,1.0,0.8,7,28,7,3,26,349,308,36,6,1,2,16,14,5,4,0,0,250,5,10,16,10,8,6,2,7,13,53.8,6,12,6,6,12,28,26,0,457,72,171,163,128,13,457,13,9,69.2,4,30.8,193,1011,534,11,7,2,8,6,249,26,1,0,0,6,4,5,16,12,10,0,0,0,50,16,12,57.1,Sheffield Utd,20191229
5873,Alexandre Lacazette,9.0,fr FRA,FW,28-218,81,0,0,0,0,3,1,0,0,33,2,1,0,0.2,0.2,0.1,4,1,15,20,75.0,0,22,1,2,2,15,20,75.0,287,49,4,6,66.7,4,5,80.0,4,5,80.0,0,0.1,0.1,2,0,1,1,0,20,19,1,0,0,1,3,0,0,0,0,0,15,0,1,2,1,0,2,0,1,3,33.3,2,0,0,0,1,3,0,0,33,0,4,12,17,7,33,2,2,100.0,0,0.0,22,106,29,1,1,0,4,2,28,8,0,0,0,1,4,0,3,1,1,0,0,0,1,0,3,0.0,Arsenal,20200101
5874,Mattéo Guendouzi,29.0,fr FRA,RM,20-262,9,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,1,5,0,1,0,7,9,77.8,121,39,3,3,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,0,1,0,1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,1,5,6,1,0,12,1,0,0.0,1,100.0,5,23,11,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Arsenal,20200101
5875,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,30-197,90,0,0,0,0,1,0,0,0,43,2,0,4,0.1,0.1,0.0,3,1,25,35,71.4,2,24,2,2,2,25,35,71.4,361,86,13,19,68.4,8,10,80.0,2,4,50.0,0,0.0,0.1,1,0,1,1,2,35,35,0,0,0,0,3,0,0,0,0,0,25,0,0,2,1,1,1,0,0,3,0.0,3,4,0,4,0,2,0,0,43,0,7,13,24,7,43,2,2,100.0,0,0.0,24,146,99,2,1,1,0,0,30,7,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0.0,Arsenal,20200101
5876,Nicolas Pépé,19.0,ci CIV,RW,24-217,61,1,0,0,0,2,1,0,0,42,1,1,1,0.4,0.4,0.3,6,0,28,28,100.0,6,30,3,6,4,28,28,100.0,489,129,12,12,100.0,14,14,100.0,2,2,100.0,0,0.3,0.1,4,1,3,0,6,28,27,1,0,0,1,2,0,1,1,0,0,28,0,0,1,0,1,0,0,0,2,0.0,2,1,0,1,1,2,0,0,42,0,3,20,19,4,42,6,4,66.7,2,33.3,30,214,111,3,2,1,5,2,32,2,0,0,0,0,1,0,2,1,0,0,0,0,6,2,1,66.7,Arsenal,20200101
5877,Reiss Nelson,24.0,eng ENG,RW,20-022,29,0,0,0,0,1,0,0,0,18,0,0,1,0.1,0.1,0.0,0,0,11,13,84.6,1,12,0,0,0,11,13,84.6,161,26,6,6,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,13,12,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18,0,3,12,3,2,18,0,0,,0,,12,46,12,0,0,0,2,0,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Arsenal,20200101
5878,Mesut Özil,10.0,de GER,"AM,FW",31-078,90,0,0,0,0,0,0,0,0,55,1,1,0,0.0,0.0,0.1,2,0,43,51,84.3,5,34,5,2,1,43,51,84.3,647,125,25,26,96.2,14,15,93.3,3,4,75.0,0,0.1,0.0,1,4,1,0,5,51,51,0,0,0,0,0,0,0,0,0,0,43,0,3,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,0,0,55,0,12,35,9,0,55,2,1,50.0,1,50.0,34,254,149,5,1,0,1,1,48,3,0,0,0,1,1,0,0,1,0,0,0,0,11,0,2,0.0,Arsenal,20200101
5879,Granit Xhaka,34.0,ch SUI,"DM,CM",27-096,90,0,0,0,0,0,0,0,0,71,3,2,2,0.0,0.0,0.0,1,0,52,56,92.9,3,24,1,2,1,52,56,92.9,1050,220,20,21,95.2,24,26,92.3,8,8,100.0,0,0.0,0.1,0,3,3,1,3,56,54,2,2,0,1,1,0,0,0,0,0,52,0,1,3,1,2,0,1,2,3,66.7,1,2,0,2,2,5,0,0,71,2,28,33,10,0,71,2,1,50.0,1,50.0,24,136,62,1,1,0,1,0,45,0,0,0,0,1,3,0,1,2,1,0,0,0,9,0,1,0.0,Arsenal,20200101
5880,Lucas Torreira,11.0,uy URU,"DM,LM",23-324,90,0,0,0,0,1,0,0,0,50,2,2,0,0.1,0.1,0.0,1,0,35,40,87.5,2,20,1,0,0,35,40,87.5,576,115,18,20,90.0,16,19,84.2,1,1,100.0,0,0.0,0.0,0,2,0,0,2,40,39,1,1,0,0,0,0,0,0,0,0,35,0,0,2,2,2,0,0,2,5,40.0,3,0,0,0,2,4,4,0,50,6,24,23,4,1,50,0,0,,0,,20,94,17,1,1,1,0,0,29,1,0,0,0,2,1,0,0,2,2,0,0,0,8,0,0,,Arsenal,20200101
5881,Sead Kolašinac,31.0,ba BIH,LB,26-195,68,0,0,0,0,0,0,1,0,58,0,1,0,0.0,0.0,0.0,1,1,41,52,78.8,1,28,4,1,1,41,52,78.8,541,216,28,33,84.8,9,13,69.2,2,2,100.0,0,0.0,0.0,0,0,0,0,1,52,41,11,0,0,0,3,11,0,0,0,0,41,0,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,58,2,19,19,21,3,58,1,1,100.0,0,0.0,28,192,134,4,4,2,3,0,35,4,1,0,0,4,0,0,3,1,0,0,0,0,2,1,0,100.0,Arsenal,20200101
5882,Bukayo Saka,77.0,eng ENG,LB,18-118,22,0,0,0,0,1,1,1,0,17,1,1,0,0.1,0.1,0.0,1,0,11,13,84.6,1,5,2,0,0,11,13,84.6,179,94,6,6,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,13,10,3,0,0,0,1,3,0,0,0,0,11,0,0,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0,17,1,10,2,5,1,17,0,0,,0,,5,103,88,2,1,1,0,0,10,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,Arsenal,20200101
5883,David Luiz,23.0,br BRA,CB,32-254,90,0,0,0,0,0,0,0,0,67,1,1,4,0.0,0.0,0.0,0,0,49,56,87.5,4,39,0,0,0,49,56,87.5,1254,421,10,12,83.3,23,23,100.0,16,20,80.0,0,0.0,0.0,0,5,0,0,4,56,50,6,6,0,1,0,0,0,0,0,0,49,0,1,1,1,1,0,0,1,1,100.0,0,4,2,2,1,2,4,0,67,10,39,28,0,0,67,0,0,,0,,39,349,286,0,0,0,1,0,47,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,0,100.0,Arsenal,20200101
5884,Sokratis Papastathopoulos,5.0,gr GRE,CB,31-206,90,1,0,0,0,1,1,0,0,73,3,1,3,0.6,0.6,0.0,0,0,52,62,83.9,0,39,1,0,0,52,62,83.9,1235,423,10,11,90.9,34,36,94.4,8,14,57.1,0,0.0,0.0,0,1,0,0,0,62,60,2,2,0,2,0,0,0,0,0,0,52,0,0,3,1,3,0,0,2,5,40.0,3,3,1,2,1,4,4,0,73,11,50,22,1,1,73,0,0,,0,,39,223,161,1,0,0,0,0,54,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0,100.0,Arsenal,20200101
5885,Ainsley Maitland-Niles,15.0,eng ENG,RB,22-125,90,0,0,0,0,0,0,0,0,89,3,4,1,0.0,0.0,0.0,0,0,68,81,84.0,4,39,2,3,2,68,81,84.0,1216,394,30,33,90.9,28,34,82.4,8,11,72.7,0,0.0,0.0,0,6,0,0,4,81,72,9,3,0,2,2,6,0,0,0,0,68,0,0,3,2,3,0,0,1,3,33.3,2,1,0,1,4,7,2,0,89,5,37,42,11,1,89,3,2,66.7,1,33.3,39,250,139,2,1,1,0,1,64,1,0,0,0,1,1,0,2,4,2,0,0,0,5,0,0,,Arsenal,20200101
5886,Bernd Leno,1.0,de GER,GK,27-303,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,31,40,77.5,0,22,0,0,0,31,40,77.5,781,443,6,6,100.0,14,14,100.0,10,19,52.6,0,0.0,0.0,0,0,0,0,0,40,32,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,42,39,42,0,0,0,42,0,0,,0,,22,89,39,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Arsenal,20200101
5887,14 Players,,,,,990,2,0,0,0,10,4,2,0,670,19,15,16,1.5,1.5,0.5,19,3,468,556,84.2,30,343,22,19,13,468,556,84.2,8898,2780,191,214,89.3,198,223,88.8,67,93,72.0,0,0.5,0.5,8,24,10,3,30,556,511,45,15,0,8,15,20,1,1,0,0,468,0,8,19,10,15,3,1,9,28,32.1,19,16,3,13,15,34,16,0,670,77,283,267,125,27,670,19,13,68.4,6,31.6,343,2225,1337,22,13,7,17,6,467,30,2,0,0,11,15,0,15,15,10,0,0,0,50,7,9,43.8,Arsenal,20200101
5888,Anthony Martial,9.0,fr FRA,"FW,LW",24-027,90,0,0,0,0,0,0,0,0,47,2,0,0,0.0,0.0,0.1,2,0,27,36,75.0,1,28,8,6,4,27,36,75.0,302,68,18,20,90.0,5,7,71.4,0,0,,0,0.1,0.1,2,3,0,0,1,36,31,5,0,0,0,0,2,0,0,0,0,27,0,4,2,2,0,0,2,0,0,,0,0,0,0,0,2,0,0,47,0,0,15,32,4,47,6,4,66.7,2,33.3,28,212,130,8,5,3,3,0,37,11,0,0,0,3,1,0,0,0,2,0,0,0,0,1,2,33.3,Manchester Utd,20200101
5889,Marcus Rashford,10.0,eng ENG,"LW,FW",22-062,90,0,0,0,0,3,2,0,0,30,0,0,0,0.3,0.3,0.0,1,0,16,24,66.7,2,18,0,1,0,16,24,66.7,210,33,9,12,75.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0,1,1,0,2,24,24,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,30,0,0,9,21,3,30,1,0,0.0,1,100.0,18,64,21,0,1,0,1,4,27,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,Manchester Utd,20200101
